Life expectancy,percentage expenditure,Hepatitis B,Polio,Total expenditure,Diphtheria,GDP,Income composition of resources,Schooling,Predicted Life Expectancy
70.0,6.7868004421534245,87.0,85.0,6.14,87.0,8.915278036256396,0.696,12.1,69.642
69.8,6.704948035448007,84.0,85.0,5.92,85.0,8.833340724648975,0.691,11.9,70.87800000000007
69.5,6.530921224880472,84.0,84.0,5.92,84.0,8.659108528354782,0.684,11.7,70.80399999999999
69.3,4.3013610080266,84.0,84.0,6.22,84.0,6.270837191688622,0.678,11.5,70.27300000000008
68.9,6.040065790575879,83.0,84.0,6.78,83.0,8.187823611106682,0.672,11.3,70.01499999999993
58.4,6.355047220502887,98.0,98.0,9.25,98.0,8.150569404308944,0.541,11.4,56.645
57.6,6.565202524141995,98.0,98.0,9.66,98.0,8.188622377772248,0.539,11.4,57.230000000000054
56.5,6.580962792115279,95.0,92.0,8.76,95.0,8.256481582760511,0.534,11.3,56.62400000000002
55.0,6.60219310300847,91.0,85.0,8.61,91.0,8.277735599355461,0.526,11.2,55.173
53.6,4.059351132077814,89.0,89.0,8.47,89.0,5.914149650572416,0.523,11.0,54.847000000000016
52.6,3.883961998311251,88.0,89.0,8.46,88.0,5.809694213362684,0.519,10.8,55.623000000000026
51.4,6.025881197622475,9.0,89.0,8.19,88.0,7.95276931080637,0.514,10.6,52.018999999999984
50.0,3.792484677897943,92.0,88.0,7.5,87.0,5.853603738931443,0.508,10.5,55.30400000000002
47.8,6.082402098619286,93.0,88.0,6.81,87.0,7.985609342115472,0.502,9.9,49.49900000000003
46.0,5.922021075812612,95.0,88.0,6.8,86.0,7.963760001125245,0.495,9.7,47.54400000000001
45.6,3.6490615553208015,93.0,88.0,5.88,86.0,7.836224968158826,0.492,9.4,47.769000000000005
45.9,1.3400212010612718,9.0,87.0,5.71,85.0,3.1778242206563245,0.493,9.1,52.73799999999996
46.4,4.883121014852836,88.0,87.0,5.16,85.0,7.189919326096211,0.502,9.2,51.753
47.1,4.974107756846868,86.0,87.0,5.11,84.0,7.271449992286194,0.506,9.3,50.35200000000002
48.4,3.2664016922463945,83.0,87.0,5.26,84.0,7.401510041179976,0.516,9.4,55.71599999999995
82.3,7.041597475926992,67.0,98.0,11.93,98.0,8.685956411290743,0.906,15.8,82.24900000000005
81.9,7.101401079639117,67.0,98.0,11.97,98.0,8.745801021529479,0.904,15.8,82.05099999999993
81.7,9.300914195660686,53.0,98.0,11.8,98.0,10.953185766858256,0.903,15.8,82.18999999999993
81.7,9.348245556860926,42.0,98.0,11.7,98.0,10.995314994600106,0.901,16.0,82.04099999999991
73.8,2.943457541924955,83.0,83.0,3.72,8.0,5.558189682535549,0.644,11.5,72.81400000000006
73.7,4.817473864796244,83.0,83.0,3.78,8.0,7.474911803960593,0.636,11.4,73.1599999999999
73.5,4.764381703574055,83.0,83.0,4.11,8.0,7.36420318187784,0.624,11.0,71.833
73.2,2.416922004691393,82.0,84.0,4.48,81.0,5.009653065200687,0.61,10.6,70.88499999999993
73.0,4.561807384161499,81.0,85.0,5.12,83.0,7.134405817621275,0.599,10.3,72.30200000000002
72.8,4.529406965142719,8.0,86.0,4.94,84.0,7.1421430168264495,0.596,10.2,72.73300000000008
72.7,4.548607782722078,8.0,83.0,4.92,82.0,7.138408127219218,0.589,10.1,72.63299999999995
72.6,4.415551725830526,79.0,86.0,4.92,84.0,7.07210740494802,0.588,10.0,72.35500000000005
69.6,2.178042731528667,97.0,94.0,6.88,97.0,4.748917134191585,0.622,11.3,68.73600000000008
69.3,0.7138887786497464,96.0,97.0,6.75,96.0,2.722243136529201,0.617,11.2,68.7050000000001
68.8,4.283709608772806,94.0,96.0,6.39,94.0,6.862470479486918,0.613,11.1,67.83500000000008
68.1,3.970139500050982,96.0,97.0,5.98,96.0,6.728079772666814,0.608,11.1,67.31900000000007
67.3,3.791909747461353,93.0,95.0,6.4,93.0,6.605768071168045,0.603,11.1,67.03100000000006
66.7,3.603216384022629,93.0,93.0,5.93,93.0,6.503308437614383,0.601,11.1,66.77299999999998
66.4,1.6396494941900888,86.0,87.0,5.58,86.0,4.355607297151706,0.592,10.8,66.60199999999996
66.1,1.185525159250587,84.0,85.0,5.35,86.0,3.977053155696309,0.586,10.9,67.05400000000003
65.9,1.28819489319076,88.0,76.0,5.7,83.0,3.8130259002597935,0.579,10.7,67.82399999999994
65.5,3.036716962678761,81.0,79.0,5.89,84.0,5.824108159483153,0.572,10.6,67.863
65.9,1.1293748166265118,81.0,82.0,5.7,86.0,3.695900598094877,0.563,10.5,66.51999999999994
65.2,2.657264845761953,58.0,82.0,4.46,85.0,5.469386004405871,0.553,10.1,66.84799999999991
64.3,2.458004240832628,39.0,84.0,4.48,85.0,5.249063317275546,0.543,9.8,65.46200000000007
74.6,6.672130782320455,99.0,99.0,4.12,99.0,8.689943607288768,0.737,13.6,74.5120000000001
74.5,6.671637095350597,99.0,99.0,4.0,99.0,8.727820734289981,0.733,13.6,74.40200000000003
74.3,6.687171530450438,98.0,99.0,4.17,99.0,8.676061119853433,0.729,13.7,74.32800000000009
74.1,6.6193330732326014,98.0,99.0,4.12,99.0,8.611076896288797,0.72,13.3,74.15300000000008
73.9,4.2861362919826105,98.0,99.0,3.81,99.0,6.356666115841896,0.711,13.1,74.39999999999992
73.7,6.306658682603092,98.0,99.0,4.11,99.0,8.346060611897528,0.706,13.0,73.51599999999992
73.5,6.415017026680843,98.0,99.0,3.92,99.0,8.384732644660136,0.7,12.9,72.86300000000003
73.3,6.257215203388294,96.0,98.0,3.56,98.0,8.28734339089622,0.687,12.3,73.1550000000001
73.0,6.0751646164731286,96.0,98.0,3.49,98.0,8.12265395084383,0.686,12.4,72.88499999999998
72.5,5.775157884975422,96.0,98.0,3.55,98.0,7.970619953048466,0.682,12.0,72.29499999999999
71.6,5.711617629837653,96.0,98.0,3.51,98.0,7.886396833225022,0.674,11.9,71.9320000000001
71.7,5.64839823145612,96.0,98.0,3.58,98.0,7.766389901892552,0.666,11.8,71.15999999999991
71.4,3.354738105261963,95.0,97.0,3.7,96.0,5.6955694062217646,0.657,11.5,71.94699999999993
71.2,5.176502891109966,95.0,97.0,3.32,96.0,7.546523027400175,0.649,11.2,70.74999999999991
71.1,0.2434544886146533,95.0,97.0,3.4,97.0,3.352176100787315,0.64,10.9,70.58600000000006
68.0,3.372310306458147,77.0,76.0,1.48,77.0,7.051436296955796,0.612,12.5,67.79299999999995
67.7,1.477020149550874,82.0,82.0,1.29,82.0,4.777152425783576,0.62,12.5,68.13799999999992
67.4,3.439776397946392,83.0,83.0,1.1,83.0,7.019991617895995,0.618,12.5,67.26999999999992
67.2,1.315488401087954,67.0,66.0,0.76,67.0,4.749805365266924,0.607,12.5,67.82599999999992
66.9,3.678419096081516,72.0,72.0,0.92,72.0,6.746250772665493,0.599,12.4,66.4149999999999
66.6,3.616294970861433,72.0,78.0,1.2,72.0,6.631094176717904,0.599,12.1,66.56300000000005
66.2,3.629447585668676,79.0,79.0,0.74,79.0,6.46881473357108,0.566,11.7,65.34099999999991
59.7,1.7711060037016635,87.0,85.0,5.25,87.0,4.145225379135846,0.475,12.0,59.49899999999993
59.4,3.906617841614051,84.0,84.0,5.12,84.0,6.363777564004108,0.47,12.0,59.171999999999954
58.9,3.7518608152256254,84.0,84.0,5.11,84.0,6.336275889214607,0.464,12.0,58.54199999999998
58.3,3.690941962181121,85.0,85.0,5.21,85.0,6.333882215996533,0.457,11.5,57.676000000000066
57.4,3.760303310195323,83.0,83.0,5.37,83.0,6.192206835848182,0.449,11.0,56.617999999999974
56.7,4.357932593478903,78.0,78.0,6.64,78.0,6.215901004858344,0.442,10.6,56.37299999999993
56.2,4.25361422595203,24.0,8.0,5.73,81.0,6.242985453515257,0.441,10.1,56.549999999999926
73.3,6.340301484243187,8.0,82.0,5.18,8.0,8.341255158430798,0.716,14.3,73.23600000000006
73.2,6.37322590906116,82.0,84.0,4.98,82.0,8.358796852118392,0.718,14.3,73.56699999999995
73.0,4.171351125161602,77.0,79.0,4.51,77.0,6.114881597411441,0.717,14.4,72.83199999999998
72.9,2.0836801495762645,82.0,84.0,4.6,82.0,6.100741867063194,0.712,14.4,72.9529999999999
72.8,6.158737537578754,82.0,84.0,4.59,82.0,8.174308368039158,0.707,14.4,71.86700000000008
72.5,1.7550618679359578,84.0,86.0,4.67,84.0,3.6596196044316223,0.703,14.5,72.15499999999997
72.6,6.346733133714671,84.0,88.0,5.13,86.0,8.129660560021096,0.698,14.5,72.20800000000008
72.5,6.345407003475577,87.0,88.0,5.82,87.0,7.98388876280322,0.698,14.5,72.134
72.4,6.223742642354251,89.0,89.0,5.61,88.0,7.970229953366148,0.695,14.6,72.29499999999992
72.3,6.5380588107901145,89.0,9.0,6.52,89.0,7.861630767331112,0.694,14.6,71.86800000000002
72.2,6.050429795042429,9.0,91.0,4.87,9.0,7.734286970129967,0.693,14.6,71.55099999999992
72.0,3.846973584950396,85.0,91.0,5.9,9.0,5.441181960283899,0.683,13.7,71.30400000000002
71.9,5.742427182847907,88.0,85.0,5.3,84.0,7.519390954129743,0.679,13.5,70.92299999999989
71.8,5.802422677712894,91.0,91.0,5.66,89.0,7.516964930347126,0.674,13.2,71.28600000000004
71.6,3.725483500866305,93.0,91.0,4.75,91.0,5.576980238010657,0.676,13.7,70.72300000000006
71.1,7.365099324655405,92.0,94.0,5.93,92.0,9.86921918341874,0.778,12.7,72.93200000000006
71.0,5.125544816126957,92.0,94.0,5.98,92.0,7.585196174069877,0.773,12.7,72.619
78.0,7.304674915666517,92.0,91.0,5.78,92.0,9.86024236403468,0.772,12.6,76.236
76.0,4.983504363740443,9.0,91.0,5.6,9.0,7.578133554189876,0.774,12.6,74.78000000000002
74.0,7.237614758727125,9.0,91.0,5.29,9.0,9.722262141554785,0.772,12.5,74.23599999999996
71.0,4.860506960775932,9.0,9.0,6.47,9.0,7.28610924554847,0.773,12.5,71.434
69.9,7.551550988069176,9.0,91.0,4.4,9.0,9.9612430538894,0.767,12.4,71.65099999999993
69.7,4.926410346313615,89.0,9.0,4.82,88.0,7.411063356672896,0.76,12.4,70.85699999999993
69.6,4.647952519228209,89.0,89.0,4.49,92.0,7.311193915182383,0.751,12.3,70.87300000000005
69.5,7.08082541555298,95.0,95.0,5.31,95.0,9.419314205330034,0.745,12.3,71.11500000000004
69.4,2.553421731262591,94.0,94.0,5.22,94.0,4.871519882674911,0.736,12.2,70.97499999999992
69.3,4.378547605739773,76.0,91.0,5.13,91.0,6.786173536616753,0.729,12.0,71.99500000000006
69.2,4.290995152560912,5.0,96.0,5.0,96.0,6.620908340375656,0.721,11.9,71.49599999999994
75.1,6.40666565881244,98.0,98.0,7.0,98.0,8.359996946560397,0.722,14.7,73.89200000000001
74.9,6.389645372798778,98.0,98.0,7.26,98.0,8.342952305085863,0.72,14.7,73.54799999999996
74.9,6.374816409866934,97.0,97.0,7.18,97.0,8.328101781188554,0.717,14.6,73.51699999999991
74.8,6.436490106325029,98.0,98.0,7.15,98.0,8.356534363796989,0.714,14.5,73.5170000000001
74.8,4.187473078777361,98.0,98.0,6.54,98.0,6.028644164218161,0.71,14.4,73.81500000000004
74.7,6.374395637436917,99.0,99.0,6.18,99.0,8.326269300816717,0.706,14.4,73.67999999999992
74.7,3.990547944149817,99.0,99.0,5.63,99.0,6.070582057687881,0.701,14.3,73.6169999999999
74.6,6.154068594545622,98.0,98.0,5.64,98.0,8.237263437541689,0.695,14.3,73.03800000000007
74.4,6.042906795676307,99.0,99.0,5.64,99.0,8.123472539399176,0.689,14.2,73.1319999999999
74.2,5.941522955863246,97.0,98.0,5.57,98.0,8.069518327229536,0.683,13.9,73.2329999999999
74.0,5.942184764770135,96.0,97.0,5.63,97.0,8.043610457610326,0.673,13.6,73.44399999999999
73.7,5.776938190581652,92.0,95.0,5.36,95.0,7.924061195292174,0.667,13.5,73.25499999999992
73.5,5.575261345483104,93.0,96.0,5.32,96.0,7.761146125088826,0.662,13.3,72.24799999999998
73.2,5.554074736939422,94.0,98.0,5.29,98.0,7.721318969448099,0.654,13.1,72.45599999999992
72.9,5.582684775065994,94.0,97.0,5.4,97.0,7.702969252846922,0.646,12.8,71.67199999999994
75.5,5.208985362439515,96.0,96.0,5.41,96.0,9.403290677960388,0.759,14.5,73.869
75.2,5.2425088137062446,97.0,98.0,5.38,98.0,9.436992612634429,0.754,14.4,73.95799999999994
74.8,3.079669025432682,97.0,97.0,5.24,97.0,7.067647416480652,0.75,14.3,74.30000000000005
74.5,7.152172977513083,96.0,97.0,5.29,97.0,9.33627973859064,0.737,13.8,74.025
74.2,3.519938721849892,96.0,97.0,5.61,97.0,7.422713930012108,0.715,13.0,73.30799999999995
73.9,4.681652314315637,94.0,96.0,6.8,96.0,6.843216662911228,0.709,12.5,73.87999999999992
73.5,3.164323266107403,92.0,96.0,6.7,96.0,5.229448148130016,0.705,12.5,72.641
73.2,4.758578678748368,96.0,96.0,6.4,96.0,6.888054955652728,0.697,12.3,73.10399999999991
72.8,4.649414567056868,82.0,9.0,5.81,9.0,6.728472094855501,0.687,11.9,71.85000000000005
72.4,6.726179690844367,85.0,9.0,5.45,9.0,8.90725421832148,0.681,11.9,71.52599999999993
72.0,0.7574200922076887,77.0,85.0,5.37,85.0,4.185548291785901,0.675,12.0,71.39399999999998
71.6,6.131468429995783,68.0,69.0,5.34,68.0,8.459460876220522,0.668,11.9,71.88600000000007
71.2,3.5988806191120988,72.0,78.0,5.36,78.0,5.906913776705081,0.658,11.5,71.80699999999993
78.0,5.550764054802844,77.0,88.0,5.16,88.0,8.0457924779026,0.653,11.1,75.151
74.0,6.045705685306464,71.0,85.0,4.95,85.0,8.370444292861277,0.641,10.7,73.061
66.0,6.539778644421932,97.0,98.0,2.7,98.0,8.98260703167691,0.683,10.8,67.58899999999998
65.4,4.1705045372200376,98.0,98.0,2.12,98.0,6.600448903333489,0.678,10.7,67.69099999999995
65.6,6.363739616561927,98.0,98.0,1.96,97.0,8.8063136719629,0.672,10.7,67.97300000000008
65.6,6.197295359284195,97.0,97.0,1.98,97.0,8.639583992508811,0.665,10.6,66.37400000000008
65.8,5.956679408632708,96.0,96.0,1.99,96.0,8.398461455886405,0.0,10.6,68.10200000000003
65.6,3.66059984277873,97.0,97.0,1.88,96.0,6.080983496882425,0.0,10.5,65.64000000000007
64.5,3.562175960812559,96.0,96.0,1.93,96.0,5.980069051882639,0.0,10.5,65.24800000000003
64.1,0.3064926055793632,98.0,98.0,2.16,98.0,3.30949969560462,0.0,10.4,65.18499999999999
63.7,3.410234875544354,98.0,98.0,2.9,98.0,7.667470864383522,0.0,10.4,64.82399999999993
63.3,1.162802577304781,99.0,99.0,3.51,99.0,5.167723084958334,0.0,10.3,64.18400000000005
63.5,5.231650700916512,96.0,98.0,4.3,97.0,7.282704247400793,0.0,10.3,65.04000000000002
63.4,5.196371282855062,97.0,66.0,3.85,83.0,7.158425259540099,0.0,10.3,64.18899999999996
63.3,4.878082339977956,96.0,99.0,3.34,98.0,6.876179435920775,0.0,10.2,64.88500000000009
61.5,2.719168271004778,78.0,82.0,7.22,78.0,6.579491001313904,0.483,10.0,61.052000000000014
67.0,4.519192210927436,78.0,82.0,7.47,78.0,6.497517238030346,0.478,10.0,64.882
60.0,4.542091703435266,78.0,82.0,7.58,78.0,6.475043442179258,0.477,10.0,60.993999999999986
59.3,4.559093448624201,82.0,82.0,9.9,82.0,6.3722889063516615,0.477,10.7,59.294000000000054
58.4,4.763907166925512,8.0,79.0,11.2,8.0,6.390236062524547,0.473,10.9,58.92299999999996
57.5,4.477852017420194,79.0,78.0,8.43,79.0,6.474164300894446,0.464,10.8,56.614000000000026
56.3,4.302039212222089,71.0,69.0,9.1,71.0,6.110785995023385,0.453,10.6,56.324000000000076
55.5,1.9462711817323155,73.0,7.0,9.76,73.0,3.75790704833138,0.442,10.3,56.652
54.9,3.948143035273696,64.0,62.0,9.86,64.0,5.821445183962548,0.434,10.6,53.875999999999955
53.2,3.8182866667059616,64.0,59.0,9.36,64.0,5.758233497002263,0.429,10.9,52.50699999999994
51.3,3.627166072375962,62.0,58.0,8.9,62.0,5.667246244917553,0.427,11.6,51.84100000000005
51.0,1.69134824227667,44.0,57.0,7.54,59.0,5.47646184356185,0.418,11.5,52.397000000000006
48.8,1.3058697460706818,29.0,57.0,7.78,57.0,3.228522065926397,0.404,11.0,50.51100000000005
78.0,1.8966972947649976,22.0,45.0,7.1,23.0,5.754660286742933,0.746,15.2,76.72699999999999
71.0,3.978284339421041,46.0,72.0,7.67,76.0,6.065447872207868,0.744,15.2,72.63
77.0,6.119820568352696,46.0,72.0,7.47,76.0,8.257494902874782,0.739,15.1,75.22499999999998
75.0,6.031076458973453,21.0,54.0,6.98,5.0,8.180532972727503,0.734,14.9,73.04799999999999
69.8,5.931405412123726,48.0,57.0,7.81,52.0,7.9950175205345,0.728,14.9,69.36400000000005
69.2,5.785513402023065,66.0,74.0,7.8,71.0,7.842468631479169,0.734,14.9,70.47299999999993
67.7,6.125686533967404,84.0,91.0,6.63,9.0,8.266775619981829,0.73,14.9,69.0899999999999
67.5,3.854327248209805,92.0,98.0,6.36,98.0,5.91266476251876,0.723,14.8,68.67599999999999
67.7,3.413841344136402,96.0,99.0,6.39,98.0,5.456125535314938,0.716,14.7,69.2479999999999
67.0,5.386486316083639,97.0,95.0,6.41,96.0,7.511916931197335,0.707,14.5,68.4
67.4,5.200449741717238,98.0,99.0,6.61,99.0,7.221362691464486,0.7,14.6,68.45299999999993
67.6,3.1011666457843536,77.0,99.0,6.93,97.0,5.007446802923258,0.691,14.3,68.40300000000008
67.6,4.759940450975674,48.0,99.0,6.25,99.0,6.780462086549261,0.683,13.9,67.96400000000006
67.7,2.292274264528421,7.0,99.0,5.66,99.0,4.378749307599594,0.673,13.2,68.18799999999989
67.5,2.1842284336720605,4.0,99.0,5.59,99.0,6.456439357701727,0.669,13.3,68.75999999999999
76.9,8.259376077571604,99.0,99.0,3.64,99.0,10.70213696746133,0.832,13.3,76.73299999999993
76.7,5.935425570816894,98.0,98.0,3.49,98.0,8.374855751693245,0.829,13.3,76.62499999999993
76.5,8.206519356321735,96.0,96.0,3.45,96.0,10.648117356247305,0.826,13.3,76.43400000000003
76.3,5.963000746957764,95.0,95.0,3.7,95.0,8.403646571963312,0.824,13.3,76.38600000000008
76.2,5.733555086401324,94.0,94.0,3.93,94.0,8.17474466187838,0.826,13.3,76.29799999999994
76.0,5.681544593013722,93.0,94.0,4.5,93.0,8.123728342315154,0.831,13.2,76.267
75.8,8.2952760372695,92.0,94.0,2.93,92.0,10.731164651402857,0.829,13.1,76.04900000000005
75.6,8.23229583165051,92.0,94.0,2.57,92.0,10.661336051059648,0.826,12.9,75.74700000000009
75.4,8.22976218531133,92.0,94.0,2.33,92.0,10.65427187707646,0.823,12.8,75.73799999999993
75.3,8.139825721092846,92.0,94.0,2.32,94.0,10.582556591969158,0.818,12.6,75.7920000000001
75.1,7.997477728193912,92.0,94.0,2.46,94.0,10.49576899245202,0.813,12.4,75.6150000000001
74.9,5.628274976134983,92.0,94.0,2.65,94.0,8.109081538295266,0.808,12.3,75.38599999999991
74.7,7.863206271028482,92.0,94.0,2.72,94.0,10.351768166320127,0.803,12.1,75.2269999999999
74.5,5.500253268616838,92.0,94.0,2.48,94.0,8.059127413625122,0.798,12.0,74.916
74.2,5.5757936281819225,92.0,94.0,2.38,94.0,8.123340998628152,0.791,11.8,74.2939999999999
76.8,6.141262443231046,95.0,95.0,8.58,95.0,9.725490527660172,0.791,15.5,76.7820000000001
76.8,6.181679751305154,94.0,94.0,8.68,94.0,9.734018455895807,0.788,15.5,76.56900000000009
76.5,5.831058235343397,95.0,95.0,8.74,95.0,7.373802278582044,0.784,15.5,75.52399999999997
77.0,6.037660263129348,95.0,95.0,8.55,95.0,9.558705873926955,0.78,15.5,76.24399999999997
76.3,7.75470999650256,95.0,95.0,8.63,95.0,9.387583388118802,0.777,15.6,76.12300000000008
76.6,7.53515604279224,95.0,95.0,8.78,95.0,9.150184113085707,0.774,15.5,75.35800000000008
76.4,3.24771291469915,94.0,94.0,8.17,94.0,6.870377517110407,0.77,15.7,75.19299999999994
75.4,2.739100365790642,94.0,94.0,8.23,94.0,4.390707100183294,0.76,15.3,74.67199999999991
76.2,7.446133133559414,95.0,95.0,11.17,95.0,8.679120998835778,0.756,15.2,75.3609999999999
75.7,5.0339926448895325,96.0,96.0,11.15,96.0,6.261398389892916,0.753,15.5,74.76499999999993
75.4,6.783728700161016,94.0,95.0,11.59,94.0,8.32321723233577,0.75,15.5,74.76899999999993
75.4,5.0866082799825705,91.0,91.0,6.52,91.0,8.195201991827387,0.747,15.0,74.60699999999993
75.4,3.3488090897379488,95.0,93.0,7.18,95.0,6.1939335553178765,0.746,14.7,74.84199999999989
75.2,6.046143121937266,94.0,94.0,7.46,94.0,8.745503765845143,0.742,14.2,75.23999999999994
75.1,6.472281967238748,92.0,92.0,7.82,9.0,8.835341083334368,0.738,14.0,75.00300000000007
69.2,0.3665873362504609,99.0,99.0,5.84,99.0,3.275196194313688,0.69,12.1,69.33999999999993
69.1,3.003822935700656,99.0,99.0,6.32,99.0,5.2910471675806425,0.681,12.0,70.71400000000008
68.8,2.874358841067427,99.0,99.0,6.49,99.0,5.167458388412242,0.673,12.0,69.37900000000008
68.5,4.953645301837303,99.0,99.0,5.65,99.0,7.35625876840971,0.664,12.0,69.471
68.3,4.791293800790582,99.0,99.0,5.34,99.0,7.22898435526494,0.657,11.9,68.86900000000007
68.0,4.541322600392908,98.0,99.0,6.31,98.0,7.10189450457628,0.651,11.8,68.302
67.9,2.7007041011275663,91.0,98.0,5.92,98.0,5.211049138393152,0.644,11.9,69.22699999999996
67.8,2.3312681375999467,99.0,98.0,5.81,96.0,4.436478621386124,0.631,11.8,68.15900000000005
67.6,4.360176157135504,98.0,94.0,5.49,96.0,6.485068481160168,0.626,11.8,67.68300000000008
67.3,3.716820952622628,99.0,99.0,5.11,99.0,6.305867999638236,0.62,11.7,67.66900000000008
67.8,3.567244774986716,99.0,99.0,5.11,99.0,6.144442869063653,0.613,11.6,68.2050000000001
67.2,3.385113993593237,99.0,99.0,5.17,98.0,5.9842636049445135,0.607,11.3,67.95599999999995
67.1,3.2578806447182,62.0,99.0,5.44,99.0,5.951552294116136,0.6,11.0,68.09800000000007
71.7,6.338270181761461,64.0,65.0,5.2,64.0,8.054956165474803,0.596,10.8,71.63699999999993
71.6,6.106010448895624,64.0,65.0,3.92,64.0,8.060964194024066,0.591,10.8,71.51100000000005
71.4,6.061430163791547,64.0,65.0,3.7,64.0,8.058196563857285,0.592,10.8,71.47299999999996
71.2,6.128991764343913,63.0,65.0,3.85,65.0,8.094658271507729,0.591,10.8,71.33099999999992
71.0,6.1588049710606025,62.0,66.0,4.71,65.0,7.995247413954407,0.59,10.8,71.51400000000001
78.0,5.891904118378628,62.0,66.0,3.9,66.0,7.880215139759668,0.589,10.7,77.03699999999999
75.0,5.8474182258749705,61.0,66.0,3.66,67.0,7.90062230205973,0.582,10.7,74.111
73.0,5.839160490056233,6.0,67.0,3.67,67.0,7.780874284961572,0.579,10.7,72.135
71.0,3.788675187627277,59.0,67.0,3.96,68.0,5.517365462923632,0.572,10.6,70.494
69.9,5.823916181171588,61.0,67.0,3.87,68.0,7.542973174009825,0.0,10.6,69.03399999999996
69.6,5.814629921437672,63.0,67.0,4.12,69.0,7.48938258614802,0.0,10.7,69.13800000000008
69.4,3.3428049383680247,64.0,67.0,4.2,69.0,5.072214691342083,0.0,10.4,67.37099999999997
69.3,5.14829276913984,66.0,67.0,3.52,7.0,7.211508628097723,0.0,10.2,68.55800000000008
69.1,5.100508246204954,68.0,67.0,3.37,7.0,7.2178962345216915,0.0,10.1,68.52100000000013
69.0,3.1311697624223123,7.0,67.0,3.28,71.0,7.29359516537682,0.0,9.6,68.18200000000003
61.1,5.2865867147035015,86.0,78.0,4.99,86.0,7.4615726887673235,0.57,12.5,63.18000000000006
63.0,3.073760469614736,79.0,74.0,4.99,79.0,5.2300029737709135,0.565,12.5,62.929000000000016
59.2,5.28783890673932,78.0,7.0,4.91,78.0,7.459302097308238,0.554,12.3,60.464999999999925
58.2,5.21518664732918,81.0,83.0,4.26,81.0,7.405872292569677,0.543,12.0,59.253999999999934
58.0,5.222326369846636,83.0,8.0,4.41,83.0,7.289073567078059,0.533,11.8,58.83399999999997
57.4,4.975836010614416,94.0,93.0,4.73,94.0,7.038882071621997,0.518,11.6,57.564999999999955
55.7,5.041347963710058,87.0,9.0,4.87,87.0,7.223064062660957,0.504,11.4,55.346999999999916
52.6,2.472452938240492,8.0,77.0,4.37,8.0,4.750032014850399,0.492,11.1,57.24900000000003
58.0,1.0508229321735638,81.0,83.0,6.11,81.0,2.650011329184544,0.479,10.9,58.40499999999997
49.3,4.811202825048604,82.0,84.0,7.56,82.0,6.540045122438784,0.467,10.7,53.530000000000065
59.2,2.470012551329202,91.0,92.0,6.44,91.0,4.855731375100033,0.498,10.3,60.92099999999993
58.0,2.456739253958102,95.0,95.0,6.88,95.0,4.720527134406674,0.488,10.4,59.74899999999998
56.6,4.539055344283134,97.0,95.0,6.69,95.0,6.86343599481747,0.464,9.8,57.42700000000004
54.9,4.170541891125255,94.0,93.0,6.31,93.0,6.73450596783537,0.452,10.1,56.66099999999996
52.4,3.9946822404219526,9.0,89.0,5.37,89.0,6.571772790414766,0.436,10.0,51.78799999999997
50.0,0.7129601568221822,73.0,69.0,6.26,73.0,4.202064108178651,0.419,9.9,51.64500000000001
48.2,3.083900128939619,75.0,75.0,4.96,75.0,5.7889767302914805,0.421,9.7,51.05699999999993
46.6,3.427987502536703,72.0,73.0,4.47,73.0,5.986447524369876,0.414,9.6,50.983999999999995
45.4,3.562810682735608,68.0,71.0,5.12,7.0,6.03019531333379,0.408,9.5,47.739
44.6,2.2739189882794717,65.0,69.0,6.44,68.0,6.099793589826264,0.406,9.3,47.541000000000004
44.3,0.0,68.0,67.0,7.13,65.0,6.12110292740892,0.407,9.2,47.34400000000003
44.5,0.0,7.0,7.0,6.52,68.0,6.118870368671413,0.418,9.5,49.077000000000005
44.8,0.0,73.0,73.0,6.53,71.0,4.066430909313317,0.427,10.0,48.548000000000066
45.3,0.0,76.0,76.0,6.16,75.0,6.3091676547610165,0.427,9.8,48.07500000000005
46.0,0.0,79.0,78.0,7.1,78.0,6.3069299603763165,0.434,9.8,48.36600000000002
